Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Batuhan,2024-08-22 02:47:55,00:01:42,,The Protector: Season 1 (Trailer),TRAILER,Sony PS5,00:01:42,Not latest view,TR (Turkey)
Batuhan,2024-08-22 02:46:07,00:01:45,,Season 4 Part 2 Trailer: Manifest,TRAILER,Sony PS5,00:01:45,00:01:45,TR (Turkey)
Batuhan,2024-08-22 02:43:52,00:02:14,,Stranger Things 1 (Trailer),TRAILER,Sony PS5,00:02:14,Not latest view,TR (Turkey)
Batuhan,2024-08-22 02:42:32,00:01:18,,Money Heist (Trailer),TRAILER,Sony PS5,00:01:18,Not latest view,TR (Turkey)
Batuhan,2024-08-22 02:39:55,00:02:35,,Season 1 Trailer: Locke & Key,TRAILER,Sony PS5,00:02:35,Not latest view,TR (Turkey)
Batuhan,2024-08-22 02:37:33,00:02:20,,3 Body Problem: Season 1 Trailer,TRAILER,Sony PS5,00:02:20,00:02:20,TR (Turkey)
Batuhan,2024-08-22 02:35:19,00:02:12,,Altered Carbon (Trailer),TRAILER,Sony PS5,00:02:12,Not latest view,TR (Turkey)
Batuhan,2024-08-22 02:34:18,00:01:00,,Breaking Bad: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:01:00,Not latest view,TR (Turkey)
Batuhan,2024-08-22 02:32:00,00:02:16,,Season 4 Trailer: The Umbrella Academy,TRAILER,Sony PS5,00:02:16,Not latest view,TR (Turkey)
Batuhan,2024-08-22 02:29:54,00:02:04,,Season 1 Trailer: The Witcher,TRAILER,Sony PS5,00:02:04,Not latest view,TR (Turkey)
Batuhan,2024-08-22 02:27:35,00:02:18,,Season 6 Trailer: Lucifer,TRAILER,Sony PS5,00:02:18,00:02:18,TR (Turkey)
Batuhan,2024-08-22 02:26:29,00:01:04,Autoplayed: user action: None; ,Shadowhunters (Trailer),TRAILER,Sony PS5,00:01:04,Not latest view,TR (Turkey)
Batuhan,2024-08-22 00:41:38,01:41:29,Autoplayed: user action: User_Interaction; ,Snatch,,Sony PS5,01:40:02,Not latest view,TR (Turkey)
Batuhan,2024-08-21 23:38:49,00:00:07,Autoplayed: user action: None; ,Snatch,,Sony PS5,00:00:07,Not latest view,TR (Turkey)
Batuhan,2024-08-21 23:38:31,00:00:03,Autoplayed: user action: None; ,Snatch,,Sony PS5,00:00:03,Not latest view,TR (Turkey)
Batuhan,2024-08-21 23:38:25,00:00:03,Autoplayed: user action: None; ,Snatch,,Sony PS5,00:00:03,Not latest view,TR (Turkey)
Batuhan,2024-08-21 23:37:34,00:00:05,Autoplayed: user action: None; ,Into the Night: Season 1 - Upper Bound Clip 6,HOOK,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-21 23:37:00,00:00:01,Autoplayed: user action: None; ,Altered Carbon: Season 1: Out of the Past (Episode 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-21 23:36:21,00:00:05,Autoplayed: user action: None; ,Trailer 3: Stranger Things 4,TRAILER,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-21 22:47:46,00:48:15,,Love 101: Season 2: Episode 8,,Sony PS5,00:48:15,00:48:15,TR (Turkey)
Batuhan,2024-08-21 22:01:22,00:46:20,,Love 101: Season 2: Episode 7,,Sony PS5,00:46:20,00:46:20,TR (Turkey)
Batuhan,2024-08-21 21:31:43,00:27:52,,Love 101: Season 2: Episode 6,,Sony PS5,00:48:15,00:48:15,TR (Turkey)
Batuhan,2024-08-21 18:39:45,00:21:04,,Love 101: Season 2: Episode 6,,Sony PS5,00:21:22,Not latest view,TR (Turkey)
Batuhan,2024-08-21 18:33:08,00:00:06,Autoplayed: user action: None; ,Love 101: Season 2: Episode 6,,Sony PS5,00:05:05,Not latest view,TR (Turkey)
Batuhan,2024-08-21 08:16:18,00:05:00,Autoplayed: user action: None; ,Love 101: Season 2: Episode 6,,Sony PS5,00:05:00,Not latest view,TR (Turkey)
Batuhan,2024-08-21 07:27:42,00:48:32,,Love 101: Season 2: Episode 5,,Sony PS5,00:48:32,00:48:32,TR (Turkey)
Batuhan,2024-08-21 06:43:54,00:43:33,Autoplayed: user action: None; ,Love 101: Season 2: Episode 4,,Sony PS5,00:43:33,00:43:33,TR (Turkey)
Batuhan,2024-08-21 05:58:36,00:45:15,,Love 101: Season 2: Episode 3,,Sony PS5,00:45:15,00:45:15,TR (Turkey)
Batuhan,2024-08-21 05:11:16,00:47:17,,Love 101: Season 2: Episode 2,,Sony PS5,00:47:17,00:47:17,TR (Turkey)
Batuhan,2024-08-21 04:22:35,00:48:37,,Love 101: Season 2: Episode 1,,Sony PS5,00:48:37,00:48:37,TR (Turkey)
Batuhan,2024-08-21 03:38:01,00:44:31,Autoplayed: user action: None; ,Love 101: Season 1: A Special Moment (Episode 8),,Sony PS5,00:44:36,00:44:36,TR (Turkey)
Batuhan,2024-08-21 02:52:56,00:45:02,,Love 101: Season 1: A Turn (Episode 7),,Sony PS5,00:45:07,00:45:07,TR (Turkey)
Batuhan,2024-08-21 02:22:16,00:30:32,Autoplayed: user action: User_Interaction; ,Love 101: Season 1: Fun (Episode 6),,Sony PS5,00:30:37,00:30:37,TR (Turkey)
Batuhan,2024-08-21 01:44:08,00:38:05,,Love 101: Season 1: Affection (Episode 5),,Sony PS5,00:38:10,00:38:10,TR (Turkey)
Batuhan,2024-08-21 01:12:19,00:31:47,,Love 101: Season 1: Longing (Episode 4),,Sony PS5,00:31:52,00:31:52,TR (Turkey)
Batuhan,2024-08-21 00:39:41,00:31:43,Autoplayed: user action: User_Interaction; ,Love 101: Season 1: Lust (Episode 3),,Sony PS5,00:31:44,00:31:44,TR (Turkey)
Batuhan,2024-08-20 12:13:01,00:00:04,Autoplayed: user action: None; ,Love 101: Season 1: Lust (Episode 3),,Sony PS5,00:00:09,Not latest view,TR (Turkey)
Batuhan,2024-08-20 11:36:40,00:36:18,,Love 101: Season 1: Admiration (Episode 2),,Sony PS5,00:36:25,00:36:25,TR (Turkey)
Batuhan,2024-08-20 10:54:59,00:41:38,,Love 101: Season 1: The First Moment (Episode 1),,Sony PS5,00:41:38,00:41:38,TR (Turkey)
Batuhan,2024-08-20 10:54:32,00:00:26,Autoplayed: user action: None; ,Love 101: Season 1 - Upper Bound Clip 1,HOOK,Sony PS5,00:00:26,00:00:26,TR (Turkey)
Batuhan,2024-08-20 10:53:52,00:00:33,Autoplayed: user action: None; ,Inciting Incident Clip: Under Paris,HOOK,Sony PS5,00:00:33,00:00:33,TR (Turkey)
Batuhan,2024-08-20 10:53:16,00:00:01,Autoplayed: user action: None; ,The Sandman: Season 1: Sleep of the Just (Episode 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-20 10:53:08,00:00:04,Autoplayed: user action: None; ,Riverdale: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Batuhan,2024-08-20 10:53:02,00:00:01,Autoplayed: user action: None; ,Narcos: Season 1: Descenso (Episode 1),,Sony PS5,00:00:01,Not latest view,TR (Turkey)
Batuhan,2024-08-20 10:52:27,00:00:01,Autoplayed: user action: None; ,Shadowhunters: The Mortal Instruments: Season 1: The Mortal Cup (Episode 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-20 10:52:13,00:00:01,Autoplayed: user action: None; ,3 Body Problem: Season 1: Countdown (Episode 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-20 10:51:57,00:00:01,Autoplayed: user action: None; ,Lucifer: Season 1: Pilot (Episode 1),,Sony PS5,00:00:01,Not latest view,TR (Turkey)
Batuhan,2024-08-20 10:51:53,00:00:01,Autoplayed: user action: None; ,Breaking Bad: Season 1: Pilot (Episode 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-20 10:51:47,00:00:03,Autoplayed: user action: None; ,The Umbrella Academy: Season 1: We Only See Each Other at Weddings and Funerals (Episode 1),,Sony PS5,00:00:03,00:00:03,TR (Turkey)
Batuhan,2024-08-20 09:34:34,00:50:19,Autoplayed: user action: User_Interaction; ,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,,Sony PS5,01:06:18,01:06:18,TR (Turkey)
Batuhan,2024-08-19 23:55:17,00:02:18,,Season 6 Trailer: Lucifer,TRAILER,Sony PS5,00:02:18,Not latest view,TR (Turkey)
Batuhan,2024-08-19 23:54:42,00:00:33,,Gossip Girl: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:00:33,00:00:33,TR (Turkey)
Batuhan,2024-08-19 23:53:34,00:01:07,,Lost: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:01:07,Not latest view,TR (Turkey)
Batuhan,2024-08-19 23:51:58,00:01:34,,Season 1 Trailer: Midnight at the Pera Palace: Season 1,TRAILER,Sony PS5,00:01:34,00:01:34,TR (Turkey)
Batuhan,2024-08-19 23:49:53,00:02:03,,Season 4 Trailer Part 1: Emily in Paris,TRAILER,Sony PS5,00:02:03,00:02:03,TR (Turkey)
Batuhan,2024-08-19 23:48:59,00:00:52,,Erdal ile Ece_hook_primary_16x9,HOOK,Sony PS5,00:00:52,00:00:52,TR (Turkey)
Batuhan,2024-08-19 23:47:12,00:01:45,,Season 4 Part 2 Trailer: Manifest,TRAILER,Sony PS5,00:01:45,Not latest view,TR (Turkey)
Batuhan,2024-08-19 23:45:52,00:01:18,,Money Heist (Trailer),TRAILER,Sony PS5,00:01:18,Not latest view,TR (Turkey)
Batuhan,2024-08-19 23:45:27,00:00:23,,The Walking Dead: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:00:23,Not latest view,TR (Turkey)
Batuhan,2024-08-19 23:44:28,00:00:57,,Lohusa_hook_primary_16x9,HOOK,Sony PS5,00:00:57,00:00:57,TR (Turkey)
Batuhan,2024-08-19 23:43:12,00:01:14,,Season 2 Trailer: Shahmaran,TRAILER,Sony PS5,00:01:14,Not latest view,TR (Turkey)
Batuhan,2024-08-19 23:41:16,00:01:54,,Season 1 Trailer: As the Crow Flies,TRAILER,Sony PS5,00:01:54,00:01:54,TR (Turkey)
Batuhan,2024-08-19 23:39:06,00:02:08,,"Season 1 Trailer: Thank You, Next",TRAILER,Sony PS5,00:02:08,00:02:08,TR (Turkey)
Batuhan,2024-08-19 23:37:05,00:01:59,,Season 1 Trailer: Another Self,TRAILER,Sony PS5,00:01:59,00:01:59,TR (Turkey)
Batuhan,2024-08-19 23:34:57,00:02:06,,Love 101: Season 1 (Trailer),TRAILER,Sony PS5,00:02:06,00:02:06,TR (Turkey)
Batuhan,2024-08-19 22:09:34,01:24:40,Autoplayed: user action: User_Interaction; ,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,,Sony PS5,01:27:54,Not latest view,TR (Turkey)
Batuhan,2024-08-19 20:13:06,01:47:00,,UFO,,Sony PS5,01:46:29,01:46:29,TR (Turkey)
Batuhan,2024-08-19 20:12:19,00:00:44,,Trailer: UFO,TRAILER,Sony PS5,00:00:44,00:00:44,TR (Turkey)
Batuhan,2024-08-19 20:12:15,00:00:03,Autoplayed: user action: None; ,UFO,,Sony PS5,00:00:03,Not latest view,TR (Turkey)
Batuhan,2024-08-19 18:44:19,01:27:26,Autoplayed: user action: User_Interaction; ,Perfect Strangers,,Sony PS5,01:29:03,01:29:03,TR (Turkey)
